Year,OutsetYear,OutsetMoon,OutsetDay,Moons,Days
1849,1849-03-20 19:12:26.200,1849-03-24 15:38:39.947,1849-03-25 05:34:22.980,13,384
1850,1850-03-21 01:01:45.693,1850-04-12 14:00:28.746,1850-04-13 06:11:11.404,12,354
1851,1851-03-21 06:53:55.457,1851-04-01 17:35:40.405,1851-04-02 06:24:50.634,12,354
1852,1852-03-20 12:40:57.187,1852-03-20 14:52:35.050,1852-03-21 05:39:15.759,13,384
1853,1853-03-20 18:24:00.268,1853-04-08 08:34:29.926,1853-04-09 06:15:38.632,12,354
1854,1854-03-21 00:19:39.195,1854-03-28 12:06:38.761,1854-03-29 05:29:38.008,13,384
1855,1855-03-21 06:05:15.451,1855-04-16 14:03:24.194,1855-04-17 06:06:59.093,12,355
1856,1856-03-20 11:49:13.995,1856-04-05 06:58:23.621,1856-04-06 06:19:00.524,12,354
1857,1857-03-20 17:45:07.998,1857-03-26 01:09:21.699,1857-03-26 05:33:11.700,13,384
1858,1858-03-20 23:31:28.156,1858-04-14 05:53:47.408,1858-04-14 06:10:07.570,12,355
1859,1859-03-21 05:18:29.856,1859-04-03 17:44:41.019,1859-04-04 05:22:26.300,12,354
1860,1860-03-20 11:04:24.470,1860-03-22 20:59:28.249,1860-03-23 05:36:46.646,13,384
1861,1861-03-20 16:46:34.165,1861-04-10 14:19:17.706,1861-04-11 06:13:21.521,12,354
1862,1862-03-20 22:42:47.516,1862-03-30 11:44:42.687,1862-03-31 05:27:11.228,13,384
1863,1863-03-21 04:29:58.880,1863-04-18 06:12:37.715,1863-04-19 06:04:52.169,12,354
1864,1864-03-20 10:09:57.542,1864-04-06 17:06:04.267,1864-04-07 06:17:53.013,12,355
1865,1865-03-20 16:06:04.305,1865-03-27 08:36:02.223,1865-03-28 05:30:43.658,13,384
1866,1866-03-20 21:54:32.791,1866-04-15 09:10:07.471,1866-04-16 06:07:56.533,12,354
1867,1867-03-21 03:46:42.419,1867-04-05 00:43:54.422,1867-04-05 06:21:17.567,12,355
1868,1868-03-20 09:43:50.995,1868-03-24 08:17:57.958,1868-03-25 05:34:17.809,13,383
1869,1869-03-20 15:32:12.501,1869-04-12 01:59:52.425,1869-04-12 06:12:16.536,12,354
1870,1870-03-20 21:31:50.965,1870-03-31 22:06:34.019,1870-04-01 05:26:01.172,12,354
1871,1871-03-21 03:20:02.475,1871-03-20 22:31:28.293,1871-03-21 05:40:28.147,13,384
1872,1872-03-20 08:57:25.875,1872-04-07 21:00:25.790,1872-04-08 06:16:45.952,12,355
1873,1873-03-20 14:52:38.221,1873-03-28 10:00:28.376,1873-03-29 05:29:32.884,13,384
1874,1874-03-20 20:38:04.366,1874-04-16 15:08:50.461,1874-04-17 06:06:54.627,12,355
1875,1875-03-21 02:21:28.837,1875-04-06 09:20:48.467,1875-04-07 06:18:55.615,12,354
1876,1876-03-20 08:10:11.756,1876-03-26 01:04:42.687,1876-03-26 05:33:06.537,13,384
1877,1877-03-20 13:48:20.482,1877-04-14 02:03:00.687,1877-04-14 06:10:02.966,12,354
1878,1878-03-20 19:42:20.587,1878-04-03 05:01:11.441,1878-04-03 06:23:36.156,12,354
1879,1879-03-21 01:32:07.477,1879-03-23 01:13:15.002,1879-03-23 05:37:58.983,13,384
1880,1880-03-20 07:13:35.447,1880-04-09 19:48:10.643,1880-04-10 06:14:27.773,12,354
1881,1881-03-20 13:13:53.409,1881-03-30 01:56:15.920,1881-03-30 05:28:22.324,13,384
1882,1882-03-20 19:04:30.542,1882-04-18 00:53:40.586,1882-04-18 06:05:53.387,12,355
1883,1883-03-21 00:50:07.776,1883-04-07 17:48:04.211,1883-04-08 06:17:48.136,12,355
1884,1884-03-20 06:44:36.962,1884-03-27 09:54:04.369,1884-03-28 05:30:38.521,13,384
1885,1885-03-20 12:29:47.344,1885-04-15 08:44:34.379,1885-04-16 06:07:52.023,12,354
1886,1886-03-20 18:26:29.543,1886-04-04 15:53:29.270,1886-04-05 05:21:12.599,12,354
1887,1887-03-21 00:18:38.095,1887-03-24 15:07:56.773,1887-03-25 05:35:29.984,13,384
1888,1888-03-20 05:55:42.713,1888-04-11 06:22:31.042,1888-04-12 06:12:11.846,12,354
1889,1889-03-20 11:50:59.988,1889-03-31 06:13:06.122,1889-04-01 05:25:56.104,12,354
1890,1890-03-20 17:40:49.397,1890-03-20 16:23:38.962,1890-03-21 05:40:22.956,13,384
1891,1891-03-20 23:25:29.203,1891-04-08 19:17:28.453,1891-04-09 06:16:41.108,12,355
1892,1892-03-20 05:22:11.110,1892-03-28 12:54:23.923,1892-03-29 05:29:27.761,13,384
1893,1893-03-20 11:08:13.364,1893-04-16 18:24:26.322,1893-04-17 06:06:50.165,12,355
1894,1894-03-20 16:59:22.564,1894-04-06 09:52:14.272,1894-04-07 06:18:50.709,12,354
1895,1895-03-20 22:49:19.935,1895-03-26 15:43:14.365,1895-03-27 05:33:01.376,13,384
1896,1896-03-20 04:22:44.348,1896-04-13 11:44:31.896,1896-04-14 06:09:58.365,12,354
1897,1897-03-20 10:16:19.779,1897-04-02 08:15:47.103,1897-04-03 05:23:31.136,12,354
1898,1898-03-20 16:06:21.015,1898-03-22 11:22:57.189,1898-03-23 05:37:53.795,13,384
1899,1899-03-20 21:45:56.834,1899-04-10 10:35:58.289,1899-04-11 06:14:23.005,12,354
1900,1900-03-21 03:39:06.544,1900-03-31 00:54:26.869,1900-03-31 05:28:17.218,13,384
1901,1901-03-21 09:23:51.779,1901-04-19 01:50:24.411,1901-04-19 06:05:48.974,12,355
1902,1902-03-21 15:16:46.498,1902-04-08 19:00:17.779,1902-04-09 06:17:43.261,12,355
1903,1903-03-21 21:15:22.358,1903-03-29 05:54:39.765,1903-03-30 05:30:33.384,13,383
1904,1904-03-21 02:58:22.066,1904-04-16 00:24:32.757,1904-04-16 06:08:55.223,12,354
1905,1905-03-21 08:57:53.764,1905-04-04 22:20:29.859,1905-04-05 06:22:22.065,12,354
1906,1906-03-21 14:53:00.442,1906-03-24 20:09:04.619,1906-03-25 05:36:42.251,13,384
1907,1907-03-21 20:33:11.880,1907-04-12 14:57:50.497,1907-04-13 06:13:17.511,12,354
1908,1908-03-21 02:27:33.296,1908-04-01 00:35:05.559,1908-04-01 06:27:06.914,12,355
1909,1909-03-21 08:13:54.711,1909-03-21 17:31:20.373,1909-03-22 05:40:17.766,13,384
1910,1910-03-21 14:03:13.820,1910-04-09 22:14:43.788,1910-04-10 06:16:36.267,12,355
1911,1911-03-21 19:54:50.208,1911-03-30 14:30:19.027,1911-03-31 05:29:22.640,13,384
1912,1912-03-21 01:29:27.304,1912-04-17 17:28:39.168,1912-04-18 06:06:45.706,12,354
1913,1913-03-21 07:18:48.343,1913-04-06 23:53:54.803,1913-04-07 06:19:59.340,12,354
1914,1914-03-21 13:11:13.484,1914-03-26 20:56:54.802,1914-03-27 05:34:13.425,13,384
1915,1915-03-21 18:51:53.391,1915-04-14 16:02:36.714,1915-04-15 06:11:02.819,12,354
1916,1916-03-21 00:47:25.708,1916-04-02 18:59:57.279,1916-04-03 05:24:41.312,12,355
1917,1917-03-21 06:37:54.653,1917-03-23 07:48:31.177,1917-03-24 05:37:48.606,13,384
1918,1918-03-21 12:26:13.810,1918-04-11 09:55:28.264,1918-04-12 06:14:18.239,12,354
1919,1919-03-21 18:19:48.062,1919-04-01 02:57:51.715,1919-04-01 05:28:12.113,12,355
1920,1920-03-20 23:59:32.749,1920-03-20 17:55:32.778,1920-03-21 05:41:24.164,13,384
1921,1921-03-21 05:52:08.736,1921-04-08 14:36:23.180,1921-04-09 06:17:38.389,12,354
1922,1922-03-21 11:48:51.750,1922-03-28 16:09:15.851,1922-03-29 05:31:45.106,13,384
1923,1923-03-21 17:29:19.266,1923-04-16 06:30:09.455,1923-04-17 06:08:50.670,12,353
1924,1924-03-20 23:20:59.135,1924-04-04 04:37:57.813,1924-04-04 06:23:31.900,12,355
1925,1925-03-21 05:12:34.276,1925-03-24 09:58:03.739,1925-03-25 05:36:37.067,13,384
1926,1926-03-21 11:01:29.986,1926-04-12 09:49:06.585,1926-04-13 06:13:12.784,12,354
1927,1927-03-21 16:59:54.507,1927-04-02 01:55:21.730,1927-04-02 05:27:01.828,12,355
1928,1928-03-20 22:44:29.489,1928-03-21 19:53:29.913,1928-03-22 05:40:12.576,13,384
1929,1929-03-21 04:35:57.665,1929-04-09 23:33:32.920,1929-04-10 06:16:31.429,12,355
1930,1930-03-21 10:30:17.342,1930-03-30 08:35:16.048,1930-03-31 05:29:17.519,13,384
1931,1931-03-21 16:06:47.805,1931-04-18 06:51:26.931,1931-04-19 06:06:41.251,12,353
1932,1932-03-20 21:54:20.345,1932-04-06 04:52:14.787,1932-04-06 06:21:08.388,12,354
1933,1933-03-21 03:43:53.915,1933-03-26 04:04:37.084,1933-03-26 05:35:25.593,13,384
1934,1934-03-21 09:27:57.299,1934-04-14 03:23:03.734,1934-04-14 06:12:07.873,12,355
1935,1935-03-21 15:18:21.039,1935-04-03 16:53:07.303,1935-04-04 06:24:36.269,12,355
1936,1936-03-20 20:57:58.127,1936-03-23 09:53:32.751,1936-03-24 05:37:43.418,13,384
1937,1937-03-21 02:45:48.441,1937-04-11 11:59:55.138,1937-04-12 06:14:13.476,12,354
1938,1938-03-21 08:43:38.171,1938-04-01 01:53:11.623,1938-04-01 05:28:07.009,12,355
1939,1939-03-21 14:29:05.670,1939-03-21 08:42:24.797,1939-03-22 05:41:18.975,13,383
1940,1940-03-20 20:24:19.029,1940-04-08 00:20:49.267,1940-04-08 06:18:46.551,12,354
1941,1941-03-21 02:21:17.393,1941-03-27 20:17:03.013,1941-03-28 05:32:57.000,13,384
1942,1942-03-21 08:10:40.642,1942-04-15 12:06:12.221,1942-04-16 06:09:54.466,12,354
1943,1943-03-21 14:03:12.573,1943-04-04 17:59:51.629,1943-04-05 05:23:26.881,12,355
1944,1944-03-20 19:48:57.685,1944-03-24 08:38:56.828,1944-03-25 05:36:31.883,13,384
1945,1945-03-21 01:38:10.327,1945-04-12 11:20:54.578,1945-04-13 06:13:08.060,12,354
1946,1946-03-21 07:33:10.778,1946-04-02 04:10:22.970,1946-04-02 05:26:56.742,12,355
1947,1947-03-21 13:13:30.328,1947-03-22 17:11:45.682,1947-03-23 05:40:07.385,13,384
1948,1948-03-20 18:57:46.155,1948-04-09 17:04:05.562,1948-04-10 06:16:26.593,12,354
1949,1949-03-21 00:48:56.778,1949-03-29 16:07:45.224,1949-03-30 05:30:29.030,13,384
1950,1950-03-21 06:35:38.074,1950-04-17 11:36:17.438,1950-04-18 06:07:43.699,12,354
1951,1951-03-21 12:26:42.966,1951-04-06 12:28:13.029,1951-04-07 06:21:03.424,12,354
1952,1952-03-20 18:14:04.483,1952-03-25 21:39:22.904,1952-03-26 05:35:20.415,13,384
1953,1953-03-21 00:01:26.617,1953-04-14 00:43:41.108,1953-04-14 06:12:03.189,12,355
1954,1954-03-21 05:53:47.856,1954-04-03 18:05:56.744,1954-04-04 05:24:31.228,12,355
1955,1955-03-21 11:36:00.522,1955-03-24 11:20:56.798,1955-03-25 05:37:38.231,13,384
1956,1956-03-20 17:21:42.053,1956-04-11 10:36:26.004,1956-04-12 06:14:08.716,12,354
1957,1957-03-20 23:17:21.599,1957-03-31 16:08:24.180,1957-04-01 05:28:01.906,12,354
1958,1958-03-21 05:06:11.994,1958-03-20 14:13:38.962,1958-03-21 05:42:31.321,13,383
1959,1959-03-21 10:55:40.420,1959-04-08 04:29:34.359,1959-04-08 06:19:55.156,12,355
1960,1960-03-20 16:43:11.352,1960-03-27 06:06:15.157,1960-03-28 05:32:51.840,13,383
1961,1961-03-20 22:33:07.249,1961-04-15 03:01:47.905,1961-04-15 06:10:58.884,12,355
1962,1962-03-21 04:30:22.391,1962-04-04 18:00:43.226,1962-04-05 06:23:21.863,12,355
1963,1963-03-21 10:20:32.753,1963-03-25 10:44:34.676,1963-03-26 05:36:26.699,13,384
1964,1964-03-20 16:10:36.315,1964-04-12 13:27:24.220,1964-04-13 06:13:03.339,12,354
1965,1965-03-20 22:05:40.855,1965-04-02 01:02:15.353,1965-04-02 05:26:51.659,12,354
1966,1966-03-21 03:53:19.475,1966-03-22 04:25:24.476,1966-03-22 05:41:19.765,13,384
1967,1967-03-21 09:37:50.147,1967-04-10 00:09:02.140,1967-04-10 06:17:34.260,12,354
1968,1968-03-20 15:22:36.980,1968-03-28 21:07:21.625,1968-03-29 05:31:40.741,13,384
1969,1969-03-20 21:08:49.345,1969-04-16 19:42:24.931,1969-04-17 06:08:46.813,12,355
1970,1970-03-21 02:57:06.496,1970-04-06 06:35:29.829,1970-04-07 06:20:58.462,12,354
1971,1971-03-21 08:39:03.299,1971-03-26 23:00:12.157,1971-03-27 05:35:15.237,13,384
1972,1972-03-20 14:21:54.029,1972-04-14 03:03:19.674,1972-04-14 06:11:58.508,12,355
1973,1973-03-20 20:13:29.726,1973-04-03 19:21:11.631,1973-04-04 06:24:26.188,12,355
1974,1974-03-21 02:07:21.672,1974-03-24 06:05:52.049,1974-03-25 05:37:33.043,13,383
1975,1975-03-21 07:57:47.806,1975-04-12 00:19:10.564,1975-04-12 06:15:15.348,12,354
1976,1976-03-20 13:50:27.179,1976-03-30 21:22:57.343,1976-03-31 05:29:13.179,13,384
1977,1977-03-20 19:43:30.213,1977-04-18 11:35:10.841,1977-04-19 06:06:37.476,12,354
1978,1978-03-21 01:34:27.643,1978-04-07 14:51:09.409,1978-04-08 06:19:50.222,12,354
1979,1979-03-21 07:22:53.611,1979-03-28 01:46:05.194,1979-03-28 05:34:03.871,13,384
1980,1980-03-20 13:10:32.539,1980-04-15 02:22:48.270,1980-04-15 06:10:54.245,12,355
1981,1981-03-20 19:03:47.292,1981-04-04 20:07:13.160,1981-04-05 06:23:16.848,12,355
1982,1982-03-21 00:56:25.775,1982-03-25 10:01:25.764,1982-03-26 05:36:21.516,13,384
1983,1983-03-21 06:39:41.475,1983-04-13 09:51:30.362,1983-04-14 06:12:58.620,12,354
1984,1984-03-20 12:25:02.023,1984-04-01 11:42:31.352,1984-04-02 05:26:46.576,12,354
1985,1985-03-20 18:15:13.211,1985-03-21 08:40:49.215,1985-03-22 05:41:14.576,13,383
1986,1986-03-21 00:03:50.586,1986-04-09 05:24:41.855,1986-04-09 06:18:42.394,12,355
1987,1987-03-21 05:53:12.944,1987-03-29 11:14:23.270,1987-03-30 05:31:35.593,13,384
1988,1988-03-20 11:40:00.827,1988-04-16 14:21:23.064,1988-04-17 06:08:42.265,12,355
1989,1989-03-20 17:29:30.515,1989-04-06 08:10:08.185,1989-04-07 06:20:53.501,12,354
1990,1990-03-20 23:19:59.352,1990-03-27 01:56:15.477,1990-03-27 05:35:10.060,13,384
1991,1991-03-21 05:03:09.227,1991-04-15 04:04:49.894,1991-04-15 06:11:53.830,12,355
1992,1992-03-20 10:49:08.827,1992-04-03 14:36:26.329,1992-04-04 06:24:21.150,12,354
1993,1993-03-20 16:42:08.661,1993-03-23 14:36:06.295,1993-03-24 05:38:45.408,13,383
1994,1994-03-20 22:29:09.320,1994-04-11 05:18:32.296,1994-04-11 06:16:22.495,12,354
1995,1995-03-21 04:15:45.394,1995-03-31 03:53:42.581,1995-03-31 05:30:24.677,13,384
1996,1996-03-20 10:04:14.841,1996-04-17 22:31:08.291,1996-04-18 06:07:39.884,12,355
1997,1997-03-20 15:56:09.776,1997-04-07 10:58:19.064,1997-04-08 06:19:45.291,12,354
1998,1998-03-20 21:55:30.130,1998-03-28 02:59:04.643,1998-03-28 05:33:58.702,13,384
1999,1999-03-21 03:46:59.778,1999-04-16 04:30:02.197,1999-04-16 06:10:49.608,12,355
2000,2000-03-20 09:36:28.295,2000-04-04 18:05:26.511,2000-04-05 06:23:11.834,12,354
2001,2001-03-20 15:32:04.221,2001-03-25 00:42:24.473,2001-03-25 05:37:33.833,13,384
2002,2002-03-20 21:17:20.235,2002-04-12 19:58:40.608,2002-04-13 06:14:04.682,12,354
2003,2003-03-21 03:01:30.946,2003-04-01 15:56:09.603,2003-04-02 06:27:57.582,12,354
2004,2004-03-20 08:49:51.158,2004-03-20 18:29:51.140,2004-03-21 05:42:26.924,13,384
2005,2005-03-20 14:34:48.253,2005-04-08 20:06:08.621,2005-04-09 06:18:37.494,12,355
2006,2006-03-20 20:26:30.763,2006-03-29 10:50:17.413,2006-03-30 05:31:30.446,13,384
2007,2007-03-21 02:08:28.868,2007-04-17 16:07:50.711,2007-04-18 06:08:37.722,12,355
2008,2008-03-20 07:49:31.477,2008-04-06 10:59:24.867,2008-04-07 06:20:48.543,12,354
2009,2009-03-20 13:45:05.205,2009-03-27 00:09:17.614,2009-03-27 06:35:04.883,13,384
2010,2010-03-20 19:33:05.318,2010-04-14 21:48:27.091,2010-04-15 06:11:49.154,12,354
2011,2011-03-21 01:21:54.476,2011-04-03 22:38:15.709,2011-04-04 06:25:31.558,12,354
2012,2012-03-20 07:15:36.902,2012-03-22 18:59:05.923,2012-03-23 05:39:57.794,13,384
2013,2013-03-20 13:03:00.617,2013-04-10 12:15:21.900,2013-04-11 06:16:17.663,12,354
2014,2014-03-20 18:58:01.437,2014-03-30 21:07:24.534,2014-03-31 06:30:19.544,12,355
2015,2015-03-21 00:46:20.638,2015-03-20 11:35:39.436,2015-03-21 05:43:33.245,13,384
2016,2016-03-20 06:31:16.332,2016-04-07 12:20:25.027,2016-04-08 06:19:40.362,12,354
2017,2017-03-20 12:30:01.253,2017-03-28 04:38:43.323,2017-03-28 06:33:53.533,13,384
2018,2018-03-20 18:16:16.682,2018-04-16 03:09:12.726,2018-04-16 06:10:44.975,12,355
2019,2019-03-20 23:59:38.665,2019-04-05 09:13:51.973,2019-04-06 06:23:06.822,12,354
2020,2020-03-20 05:51:09.596,2020-03-24 06:05:43.343,2020-03-25 05:37:28.645,13,383
2021,2021-03-20 11:38:41.043,2021-04-12 00:12:53.460,2021-04-12 06:15:11.283,12,354
2022,2022-03-20 17:34:30.505,2022-04-01 03:17:25.746,2022-04-01 06:29:08.840,12,355
2023,2023-03-20 23:25:53.365,2023-03-21 14:49:20.455,2023-03-22 05:42:21.738,13,384
2024,2024-03-20 05:07:44.357,2024-04-08 20:01:33.227,2024-04-09 06:18:32.596,12,355
2025,2025-03-20 11:02:45.938,2025-03-29 15:14:10.975,2025-03-30 06:31:25.300,13,384
2026,2026-03-20 16:46:45.324,2026-04-17 18:47:48.141,2026-04-18 06:08:33.181,12,355
2027,2027-03-20 22:26:03.657,2027-04-07 08:46:13.151,2027-04-08 06:20:43.586,12,354
2028,2028-03-20 04:18:17.740,2028-03-26 12:30:26.655,2028-03-27 05:34:59.707,13,383
2029,2029-03-20 10:02:51.634,2029-04-14 05:21:48.325,2029-04-14 06:12:54.622,12,354
2030,2030-03-20 15:53:04.189,2030-04-03 03:11:30.530,2030-04-03 06:26:42.268,12,355
2031,2031-03-20 21:42:17.459,2031-03-23 07:00:48.409,2031-03-24 05:39:52.604,13,383
2032,2032-03-20 03:23:23.414,2032-04-10 05:02:37.821,2032-04-10 06:17:25.267,12,355
