Year,OutsetYear,OutsetMoon,OutsetDay,Moons,Days
1849,1849-03-20 11:12:26.200,1849-03-24 07:38:39.947,1849-03-25 06:09:48.857,13,383
1850,1850-03-20 17:01:45.693,1850-04-12 06:00:28.746,1850-04-12 06:42:31.109,12,355
1851,1851-03-20 22:53:55.457,1851-04-01 09:35:40.405,1851-04-02 05:58:01.532,12,354
1852,1852-03-20 04:40:57.187,1852-03-20 06:52:35.050,1852-03-21 06:15:50.487,13,383
1853,1853-03-20 10:24:00.268,1853-04-08 00:34:29.926,1853-04-08 06:48:06.672,12,354
1854,1854-03-20 16:19:39.195,1854-03-28 04:06:38.761,1854-03-28 06:05:31.619,13,384
1855,1855-03-20 22:05:15.451,1855-04-16 06:03:24.194,1855-04-16 06:37:12.434,12,355
1856,1856-03-20 03:49:13.995,1856-04-04 21:58:23.621,1856-04-05 05:52:19.097,12,355
1857,1857-03-20 09:45:07.998,1857-03-25 17:09:21.699,1857-03-26 06:08:20.822,13,384
1858,1858-03-20 15:31:28.156,1858-04-13 21:53:47.408,1858-04-14 06:39:44.236,12,355
1859,1859-03-20 21:18:29.856,1859-04-03 10:44:41.019,1859-04-04 06:55:02.855,12,354
1860,1860-03-20 03:04:24.470,1860-03-22 12:59:28.249,1860-03-23 06:12:46.293,13,383
1861,1861-03-20 08:46:34.165,1861-04-10 06:19:17.706,1861-04-10 06:45:14.725,12,354
1862,1862-03-20 14:42:47.516,1862-03-30 03:44:42.687,1862-03-30 06:02:29.623,13,384
1863,1863-03-20 20:29:58.880,1863-04-17 22:12:37.715,1863-04-18 06:34:31.326,12,355
1864,1864-03-20 02:09:57.542,1864-04-06 09:06:04.267,1864-04-07 06:49:23.955,12,354
1865,1865-03-20 08:06:04.305,1865-03-27 00:36:02.223,1865-03-27 06:06:52.951,13,384
1866,1866-03-20 13:54:32.791,1866-04-15 01:10:07.471,1866-04-15 06:38:25.160,12,355
1867,1867-03-20 19:46:42.419,1867-04-04 15:43:54.422,1867-04-05 05:53:37.700,12,354
1868,1868-03-20 01:43:50.995,1868-03-24 00:17:57.958,1868-03-24 06:11:18.005,13,384
1869,1869-03-20 07:32:12.501,1869-04-11 17:59:52.425,1869-04-12 06:42:25.257,12,354
1870,1870-03-20 13:31:50.965,1870-03-31 14:06:34.019,1870-04-01 05:59:28.792,12,354
1871,1871-03-20 19:20:02.475,1871-03-20 14:31:28.293,1871-03-21 06:17:19.930,13,384
1872,1872-03-20 00:57:25.875,1872-04-07 13:00:25.790,1872-04-08 06:48:00.650,12,354
1873,1873-03-20 06:52:38.221,1873-03-28 02:00:28.376,1873-03-28 06:05:25.270,13,385
1874,1874-03-20 12:38:04.366,1874-04-16 07:08:50.461,1874-04-17 06:35:42.650,12,354
1875,1875-03-20 18:21:28.837,1875-04-06 02:20:48.467,1875-04-06 06:52:12.969,12,355
1876,1876-03-20 00:10:11.756,1876-03-25 17:04:42.687,1876-03-26 06:08:14.446,13,384
1877,1877-03-20 05:48:20.482,1877-04-13 18:03:00.687,1877-04-14 06:39:38.481,12,354
1878,1878-03-20 11:42:20.587,1878-04-02 20:01:11.441,1878-04-03 05:56:29.356,12,354
1879,1879-03-20 17:32:07.477,1879-03-22 17:13:15.002,1879-03-23 06:14:15.642,13,384
1880,1880-03-19 23:13:35.447,1880-04-09 11:48:10.643,1880-04-10 06:45:08.786,12,354
1881,1881-03-20 05:13:53.409,1881-03-29 17:56:15.920,1881-03-30 06:02:23.311,13,384
1882,1882-03-20 11:04:30.542,1882-04-17 16:53:40.586,1882-04-18 06:34:25.778,12,355
1883,1883-03-20 16:50:07.776,1883-04-07 09:48:04.211,1883-04-08 06:49:17.899,12,354
1884,1884-03-19 22:44:36.962,1884-03-27 01:54:04.369,1884-03-27 06:06:46.587,13,384
1885,1885-03-20 04:29:47.344,1885-04-15 00:44:34.379,1885-04-15 06:38:19.454,12,355
1886,1886-03-20 10:26:29.543,1886-04-04 08:53:29.270,1886-04-05 06:53:31.543,12,354
1887,1887-03-20 16:18:38.095,1887-03-24 07:07:56.773,1887-03-25 06:11:11.609,13,383
1888,1888-03-19 21:55:42.713,1888-04-10 22:22:31.042,1888-04-11 06:43:47.169,12,354
1889,1889-03-20 03:50:59.988,1889-03-30 22:13:06.122,1889-03-31 06:00:56.381,12,355
1890,1890-03-20 09:40:49.397,1890-03-20 08:23:38.962,1890-03-21 06:17:13.516,13,384
1891,1891-03-20 15:25:29.203,1891-04-08 11:17:28.453,1891-04-09 06:47:54.631,12,354
1892,1892-03-19 21:22:11.110,1892-03-28 04:54:23.923,1892-03-28 06:05:18.922,13,385
1893,1893-03-20 03:08:13.364,1893-04-16 10:24:26.322,1893-04-17 06:35:37.052,12,354
1894,1894-03-20 08:59:22.564,1894-04-06 01:52:14.272,1894-04-06 06:52:06.843,12,355
1895,1895-03-20 14:49:19.935,1895-03-26 07:43:14.365,1895-03-27 06:08:08.070,13,383
1896,1896-03-19 20:22:44.348,1896-04-13 03:44:31.896,1896-04-13 06:40:59.059,12,354
1897,1897-03-20 02:16:19.779,1897-04-02 00:15:47.103,1897-04-02 05:57:56.239,12,354
1898,1898-03-20 08:06:21.015,1898-03-22 03:22:57.189,1898-03-22 06:15:45.051,13,384
1899,1899-03-20 13:45:56.834,1899-04-10 02:35:58.289,1899-04-10 06:46:31.886,12,355
1900,1900-03-20 19:39:06.544,1900-03-30 16:54:26.869,1900-03-31 06:02:16.999,12,355
1901,1901-03-21 01:23:51.779,1901-03-20 10:42:06.928,1901-03-21 06:18:35.574,13,384
1902,1902-03-21 07:16:46.498,1902-04-08 11:00:17.779,1902-04-09 06:49:11.845,12,354
1903,1903-03-21 13:15:22.358,1903-03-28 21:54:39.765,1903-03-29 06:06:40.225,13,384
1904,1904-03-20 18:58:22.066,1904-04-15 16:24:32.757,1904-04-16 06:38:13.752,12,354
1905,1905-03-21 00:57:53.764,1905-04-04 15:20:29.859,1905-04-05 06:54:57.610,12,354
1906,1906-03-21 06:53:00.442,1906-03-24 12:09:04.619,1906-03-25 06:12:40.864,13,384
1907,1907-03-21 12:33:11.880,1907-04-12 06:57:50.497,1907-04-13 06:43:41.275,12,354
1908,1908-03-20 18:27:33.296,1908-03-31 16:35:05.559,1908-04-01 06:00:50.090,12,355
1909,1909-03-21 00:13:54.711,1909-03-21 09:31:20.373,1909-03-22 06:17:07.103,13,384
1910,1910-03-21 06:03:13.820,1910-04-09 14:14:43.788,1910-04-10 06:47:48.614,12,355
1911,1911-03-21 11:54:50.208,1911-03-30 06:30:19.027,1911-03-31 06:03:37.852,13,384
1912,1912-03-20 17:29:27.304,1912-04-17 09:28:39.168,1912-04-18 06:35:31.458,12,354
1913,1913-03-20 23:18:48.343,1913-04-06 15:53:54.803,1913-04-07 06:52:00.720,12,354
1914,1914-03-21 05:11:13.484,1914-03-26 12:56:54.802,1914-03-27 06:09:37.056,13,384
1915,1915-03-21 10:51:53.391,1915-04-14 08:02:36.714,1915-04-15 06:40:53.259,12,354
1916,1916-03-20 16:47:25.708,1916-04-02 11:59:57.279,1916-04-03 06:57:49.997,12,354
1917,1917-03-20 22:37:54.653,1917-03-22 23:48:31.177,1917-03-23 06:15:38.639,13,384
1918,1918-03-21 04:26:13.810,1918-04-11 01:55:28.264,1918-04-11 06:46:25.909,12,355
1919,1919-03-21 10:19:48.062,1919-03-31 18:57:51.715,1919-04-01 06:02:10.689,12,355
1920,1920-03-20 15:59:32.749,1920-03-20 09:55:32.778,1920-03-21 06:18:29.160,13,383
1921,1921-03-20 21:52:08.736,1921-04-08 06:36:23.180,1921-04-08 06:50:36.505,12,355
1922,1922-03-21 03:48:51.750,1922-03-28 08:09:15.851,1922-03-29 06:06:33.864,13,383
1923,1923-03-21 09:29:19.266,1923-04-15 22:30:09.455,1923-04-16 06:39:33.604,12,354
1924,1924-03-20 15:20:59.135,1924-04-03 19:37:57.813,1924-04-04 05:56:24.086,12,354
1925,1925-03-20 21:12:34.276,1925-03-24 01:58:03.739,1925-03-24 06:14:10.208,13,384
1926,1926-03-21 03:01:29.986,1926-04-12 01:49:06.585,1926-04-12 06:45:03.753,12,355
1927,1927-03-21 08:59:54.507,1927-04-01 17:55:21.730,1927-04-02 06:00:43.801,12,355
1928,1928-03-20 14:44:29.489,1928-03-21 11:53:29.913,1928-03-22 06:17:00.689,13,384
1929,1929-03-20 20:35:57.665,1929-04-09 15:33:32.920,1929-04-10 06:47:42.600,12,354
1930,1930-03-21 02:30:17.342,1930-03-30 00:35:16.048,1930-03-30 06:05:06.228,13,384
1931,1931-03-21 08:06:47.805,1931-04-17 22:51:26.931,1931-04-18 06:36:49.822,12,354
1932,1932-03-20 13:54:20.345,1932-04-05 20:52:14.787,1932-04-06 06:53:26.325,12,354
1933,1933-03-20 19:43:53.915,1933-03-25 20:04:37.084,1933-03-26 06:11:06.187,13,384
1934,1934-03-21 01:27:57.299,1934-04-13 19:23:03.734,1934-04-14 06:42:14.451,12,355
1935,1935-03-21 07:18:21.039,1935-04-03 07:53:07.303,1935-04-04 05:57:43.757,12,354
1936,1936-03-20 12:57:58.127,1936-03-23 01:53:32.751,1936-03-23 06:15:32.226,13,384
1937,1937-03-20 18:45:48.441,1937-04-11 03:59:55.138,1937-04-11 06:46:19.934,12,355
1938,1938-03-21 00:43:38.171,1938-03-31 17:53:11.623,1938-04-01 06:02:04.381,13,384
1939,1939-03-21 06:29:05.670,1939-04-19 14:08:17.228,1939-04-20 06:34:09.160,12,354
1940,1940-03-20 12:24:19.029,1940-04-07 16:20:49.267,1940-04-08 06:50:30.418,12,354
1941,1941-03-20 18:21:17.393,1941-03-27 12:17:03.013,1941-03-28 06:08:02.666,13,383
1942,1942-03-21 00:10:40.642,1942-04-15 04:06:12.221,1942-04-15 06:40:54.142,12,355
1943,1943-03-21 06:03:12.573,1943-04-04 10:59:51.629,1943-04-05 06:56:17.873,12,354
1944,1944-03-20 11:48:57.685,1944-03-24 00:38:56.828,1944-03-24 06:14:03.800,13,384
1945,1945-03-20 17:38:10.327,1945-04-12 03:20:54.578,1945-04-12 06:44:57.819,12,355
1946,1946-03-20 23:33:10.778,1946-04-01 20:10:22.970,1946-04-02 06:00:37.513,12,355
1947,1947-03-21 05:13:30.328,1947-03-22 09:11:45.682,1947-03-23 06:16:54.275,13,384
1948,1948-03-20 10:57:46.155,1948-04-09 09:04:05.562,1948-04-10 06:47:36.589,12,354
1949,1949-03-20 16:48:56.778,1949-03-29 08:07:45.224,1949-03-30 06:04:59.884,13,383
1950,1950-03-20 22:35:38.074,1950-04-17 03:36:17.438,1950-04-17 06:38:08.921,12,354
1951,1951-03-21 04:26:42.966,1951-04-06 04:28:13.029,1951-04-06 06:54:52.366,12,355
1952,1952-03-20 10:14:04.483,1952-03-25 13:39:22.904,1952-03-26 06:10:59.792,13,384
1953,1953-03-20 16:01:26.617,1953-04-13 16:43:41.108,1953-04-14 06:42:08.608,12,355
1954,1954-03-20 21:53:47.856,1954-04-03 10:05:56.744,1954-04-04 06:57:37.518,12,354
1955,1955-03-21 03:36:00.522,1955-03-24 03:20:56.798,1955-03-24 06:15:25.814,13,384
1956,1956-03-20 09:21:42.053,1956-04-11 02:36:26.004,1956-04-11 06:46:13.962,12,355
1957,1957-03-20 15:17:21.599,1957-03-31 08:08:24.180,1957-04-01 06:01:58.074,13,383
1958,1958-03-20 21:06:11.994,1958-04-18 23:22:56.284,1958-04-19 06:35:26.718,12,354
1959,1959-03-21 02:55:40.420,1959-04-07 20:29:34.359,1959-04-08 06:51:55.531,12,354
1960,1960-03-20 08:43:11.352,1960-03-26 22:06:15.157,1960-03-27 06:09:31.642,13,384
1961,1961-03-20 14:33:07.249,1961-04-14 19:01:47.905,1961-04-15 06:40:48.345,12,355
1962,1962-03-20 20:30:22.391,1962-04-04 10:00:43.226,1962-04-05 06:56:11.661,12,354
1963,1963-03-21 02:20:32.753,1963-03-25 02:44:34.676,1963-03-25 06:13:57.391,13,384
1964,1964-03-20 08:10:36.315,1964-04-12 05:27:24.220,1964-04-12 06:44:51.888,12,355
1965,1965-03-20 14:05:40.855,1965-04-01 17:02:15.353,1965-04-02 06:00:31.227,12,354
1966,1966-03-20 19:53:19.475,1966-03-21 20:25:24.476,1966-03-22 06:18:23.723,13,384
1967,1967-03-21 01:37:50.147,1967-04-09 16:09:02.140,1967-04-10 06:49:00.666,12,354
1968,1968-03-20 07:22:36.980,1968-03-28 13:07:21.625,1968-03-29 06:06:28.472,13,384
1969,1969-03-20 13:08:49.345,1969-04-16 11:42:24.931,1969-04-17 06:38:03.225,12,354
1970,1970-03-20 18:57:06.496,1970-04-05 22:35:29.829,1970-04-06 06:54:46.182,12,355
1971,1971-03-21 00:39:03.299,1971-03-26 15:00:12.157,1971-03-27 06:10:53.397,13,384
1972,1972-03-20 06:21:54.029,1972-04-13 19:03:19.674,1972-04-14 06:42:02.768,12,355
1973,1973-03-20 12:13:29.726,1973-04-03 12:21:11.631,1973-04-04 06:57:31.282,12,354
1974,1974-03-20 18:07:21.672,1974-03-23 22:05:52.049,1974-03-24 06:15:19.402,13,384
1975,1975-03-20 23:57:47.806,1975-04-11 16:19:10.564,1975-04-12 06:46:07.993,12,354
1976,1976-03-20 05:50:27.179,1976-03-30 13:22:57.343,1976-03-31 06:03:26.161,13,383
1977,1977-03-20 11:43:30.213,1977-04-18 03:35:10.841,1977-04-18 06:36:45.037,12,354
1978,1978-03-20 17:34:27.643,1978-04-07 06:51:09.409,1978-04-07 06:53:21.108,12,355
1979,1979-03-20 23:22:53.611,1979-03-27 17:46:05.194,1979-03-28 06:09:25.257,13,384
1980,1980-03-20 05:10:32.539,1980-04-14 18:22:48.270,1980-04-15 06:40:42.551,12,355
1981,1981-03-20 11:03:47.292,1981-04-04 11:07:13.160,1981-04-05 06:56:05.451,12,354
1982,1982-03-20 16:56:25.775,1982-03-25 02:01:25.764,1982-03-25 06:13:50.983,13,384
1983,1983-03-20 22:39:41.475,1983-04-13 01:51:30.362,1983-04-13 06:44:45.961,12,354
1984,1984-03-20 04:25:02.023,1984-04-01 04:42:31.352,1984-04-01 07:01:59.034,12,354
1985,1985-03-20 10:15:13.211,1985-03-21 00:40:49.215,1985-03-21 06:19:53.155,13,384
1986,1986-03-20 16:03:50.586,1986-04-08 21:24:41.855,1986-04-09 06:50:25.260,12,354
1987,1987-03-20 21:53:12.944,1987-03-29 03:14:23.270,1987-03-29 06:07:57.263,13,384
1988,1988-03-20 03:40:00.827,1988-04-16 06:21:23.064,1988-04-16 06:39:22.984,12,355
1989,1989-03-20 09:29:30.515,1989-04-06 00:10:08.185,1989-04-06 06:54:40.001,12,355
1990,1990-03-20 15:19:59.352,1990-03-26 17:56:15.477,1990-03-27 06:10:47.003,13,384
1991,1991-03-20 21:03:09.227,1991-04-14 20:04:49.894,1991-04-15 06:41:56.931,12,354
1992,1992-03-20 02:49:08.827,1992-04-03 05:36:26.329,1992-04-03 05:58:58.421,12,355
1993,1993-03-20 08:42:08.661,1993-03-23 06:36:06.295,1993-03-24 06:15:12.991,13,383
1994,1994-03-20 14:29:09.320,1994-04-10 21:18:32.296,1994-04-11 06:47:31.496,12,354
1995,1995-03-20 20:15:45.394,1995-03-30 19:53:42.581,1995-03-31 06:04:54.506,13,384
1996,1996-03-20 02:04:14.841,1996-04-17 14:31:08.291,1996-04-18 06:36:39.396,12,354
1997,1997-03-20 07:56:09.776,1997-04-07 02:58:19.064,1997-04-07 06:53:14.957,12,355
1998,1998-03-20 13:55:30.130,1998-03-27 18:59:04.643,1998-03-28 06:09:18.873,13,384
1999,1999-03-20 19:46:59.778,1999-04-15 20:30:02.197,1999-04-16 06:40:36.761,12,355
2000,2000-03-20 01:36:28.295,2000-04-04 11:05:26.511,2000-04-05 06:55:59.243,12,354
2001,2001-03-20 07:32:04.221,2001-03-24 16:42:24.473,2001-03-25 06:13:44.576,13,384
2002,2002-03-20 13:17:20.235,2002-04-12 11:58:40.608,2002-04-13 06:44:40.036,12,354
2003,2003-03-20 19:01:30.946,2003-04-01 07:56:09.603,2003-04-02 06:01:52.728,12,354
2004,2004-03-20 00:49:51.158,2004-03-20 10:29:51.140,2004-03-21 06:19:46.744,13,384
2005,2005-03-20 06:34:48.253,2005-04-08 12:06:08.621,2005-04-09 06:50:19.177,12,354
2006,2006-03-20 12:26:30.763,2006-03-29 02:50:17.413,2006-03-29 06:07:50.890,13,385
2007,2007-03-20 19:08:28.868,2007-04-17 08:07:50.711,2007-04-18 06:37:51.845,12,354
2008,2008-03-20 00:49:31.477,2008-04-06 02:59:24.867,2008-04-06 06:54:33.822,12,355
2009,2009-03-20 06:45:05.205,2009-03-26 17:09:17.614,2009-03-27 07:10:40.609,13,384
2010,2010-03-20 12:33:05.318,2010-04-14 13:48:27.091,2010-04-15 06:41:51.098,12,354
2011,2011-03-20 18:21:54.476,2011-04-03 14:38:15.709,2011-04-04 06:58:52.162,12,354
2012,2012-03-20 00:15:36.902,2012-03-22 11:59:05.923,2012-03-23 07:16:42.424,13,383
2013,2013-03-20 06:03:00.617,2013-04-10 04:15:21.900,2013-04-10 06:48:55.541,12,355
2014,2014-03-20 11:58:01.437,2014-03-30 13:07:24.534,2014-03-31 07:04:48.163,13,384
2015,2015-03-20 17:46:20.638,2015-04-18 11:06:39.867,2015-04-19 06:36:33.760,12,354
2016,2016-03-19 23:31:16.332,2016-04-07 04:20:25.027,2016-04-07 06:53:08.808,12,355
2017,2017-03-20 05:30:01.253,2017-03-27 20:38:43.323,2017-03-28 07:09:12.489,13,384
2018,2018-03-20 11:16:16.682,2018-04-15 19:09:12.726,2018-04-16 06:40:30.974,12,354
2019,2019-03-20 16:59:38.665,2019-04-05 01:13:51.973,2019-04-05 06:57:25.996,12,354
2020,2020-03-19 22:51:09.596,2020-03-23 23:05:43.343,2020-03-24 07:15:13.967,13,384
2021,2021-03-20 04:38:41.043,2021-04-11 16:12:53.460,2021-04-12 06:46:02.935,12,354
2022,2022-03-20 10:34:30.505,2022-03-31 19:17:25.746,2022-04-01 07:03:20.799,12,355
2023,2023-03-20 16:25:53.365,2023-03-21 07:49:20.455,2023-03-22 07:19:40.332,13,384
2024,2024-03-19 22:07:44.357,2024-04-08 12:01:33.227,2024-04-09 06:50:13.098,12,355
2025,2025-03-20 04:02:45.938,2025-03-29 07:14:10.975,2025-03-30 07:06:09.398,13,384
2026,2026-03-20 09:46:45.324,2026-04-17 10:47:48.141,2026-04-18 06:37:46.160,12,354
2027,2027-03-20 15:26:03.657,2027-04-07 00:46:13.151,2027-04-07 06:54:27.645,12,354
2028,2028-03-19 21:18:17.740,2028-03-26 05:30:26.655,2028-03-26 07:12:09.827,13,384
2029,2029-03-20 03:02:51.634,2029-04-13 21:21:48.325,2029-04-14 06:43:12.747,12,354
2030,2030-03-20 08:53:04.189,2030-04-02 19:11:30.530,2030-04-03 07:00:19.616,12,354
2031,2031-03-20 14:42:17.459,2031-03-23 00:00:48.409,2031-03-23 07:18:11.872,13,384
2032,2032-03-19 20:23:23.414,2032-04-09 21:02:37.821,2032-04-10 06:48:49.497,12,355
